accession	fonction	taille
AT3G50430	description:golgin	3733
AT3G50440	description:methylesterase	1004
AT3G50450	description:homolog	1076
AT3G50460	description:homolog	1144
AT3G50470	description:homolog	1562
AT3G50480	description:homolog	1346
AT3G50500	description:SNF1-related	2563
AT3G50510	description:LOB	1158
AT3G50520	description:Phosphoglycerate	1720
AT3G50530	description:CDPK-related	3232
AT3G50540		495
AT3G50550		1363
AT3G50560	description:NAD(P)-binding	3050
AT3G50570	description:hydroxyproline-rich	858
AT3G50580	description:transmembrane	888
AT3G50590	description:Transducin/WD40	8483
AT3G50610	description:DNA-directed	963
AT3G50620	description:P-loop	2292
AT3G50630	description:KIP-related	1289
AT3G50640		1066
AT3G50650	description:GRAS	2104
AT3G50660	description:Cytochrome	3456
AT3G50670	description:U1	3524
AT3G50685	description:anti-muellerian	679
AT3G50690	description:Leucine-rich	2468
AT3G50700	description:indeterminate(ID)-domain	2642
AT3G50710	description:F-box/RNI-like/FBD-like	1782
AT3G50720	description:Protein	1911
AT3G50730	description:Protein	1604
AT3G50740	description:UDP-glucosyl	1997
AT3G50750	description:BES1/BZR1	1648
AT3G50760	description:galacturonosyltransferase-like	1565
AT3G50770	description:calmodulin-like	925
AT3G50780	description:BTB/POZ	2345
AT3G50790	description:esterase/lipase/thioesterase	2344
AT3G50800		921
AT3G50808	description:PLATZ	433
AT3G50810	description:Uncharacterized	1265
AT3G50820	description:photosystem	1634
AT3G50830	description:cold-regulated	1848
AT3G50840	description:Phototropic-responsive	2529
AT3G50845	description:MIP18	1279
AT3G50850	description:Putative	810
AT3G50860	description:Clathrin	2200
AT3G50870	description:GATA	1661
AT3G50880	description:DNA	1784
AT3G50890	description:homeobox	1372
AT3G50900		1029
AT3G50910	description:netrin	2974
AT3G50920	description:Phosphatidic	1468
AT3G50925	description:Defensin-like	425
AT3G50930	description:cytochrome	2655
AT3G50940	description:P-loop	1860
AT3G50950	description:HOPZ-ACTIVATED	3125
AT3G50960	description:thioredoxin	1731
AT3G50970	description:dehydrin	968
AT3G50980	description:dehydrin	1015
AT3G50990	description:Peroxidase	1676
AT3G51000	description:alpha/beta-Hydrolases	1596
AT3G51010	description:protein	1556
AT3G51020	description:metal	576
AT3G51030	description:thioredoxin	1191
AT3G51040	description:RTE1-homolog	1728
AT3G51050	description:FG-GAP	4121
AT3G51060	description:Lateral	2276
AT3G51070	description:S-adenosyl-L-methionine-dependent	3486
AT3G51080	description:GATA	1766
AT3G51090	description:coiled-coil	2129
AT3G51100	description:altered	2190
AT3G51110	description:Tetratricopeptide	2243
AT3G51120	description:zinc	6048
AT3G51130	description:transmembrane	3564
AT3G51140	description:DnaJ	2304
AT3G51150	description:ATP	6130
AT3G51160	description:NAD(P)-binding	1731
AT3G51171	description:F-box	1203
AT3G51180	description:Zinc	2958
AT3G51190	description:Ribosomal	1028
AT3G51200	description:SAUR-like	435
AT3G51210	description:P-loop	315
AT3G51220	description:WEB	942
AT3G51230	description:chalcone-flavanone	1288
AT3G51240	description:flavanone	1680
AT3G51250	description:Senescence/dehydration-associated	2570
AT3G51260	description:20S	2208
AT3G51270	description:protein	3457
AT3G51280	description:Tetratricopeptide	1908
AT3G51290	description:pyridoxal-phosphate-dependent	4859
AT3G51300	description:RHO-related	1535
AT3G51310	description:VPS35	5123
AT3G51320	description:Pentatricopeptide	2104
AT3G51325	description:RING/U-box	1430
AT3G51330	description:Eukaryotic	3079
AT3G51340	description:Eukaryotic	3044
AT3G51350	description:Eukaryotic	3277
AT3G51360	description:Eukaryotic	2507
AT3G51370	description:Protein	3104
AT3G51380	description:IQ-domain	779
AT3G51390	description:DHHC-type	2575
AT3G51400		1105
AT3G51410		1813
AT3G51420	description:strictosidine	2320
AT3G51430	description:Calcium-dependent	1806
AT3G51440	description:Calcium-dependent	1636
AT3G51450	description:Calcium-dependent	1564
AT3G51460	description:Phosphoinositide	4919
AT3G51470	description:Protein	1553
AT3G51480	description:glutamate	4168
AT3G51490	description:tonoplast	2912
AT3G51500		837
AT3G51510	description:transmembrane	1382
AT3G51520	description:diacylglycerol	2164
AT3G51530	description:F-box/RNI-like/FBD-like	1949
AT3G51540	description:mucin-5AC-like	2277
AT3G51550	description:Malectin/receptor-like	3365
AT3G51560	description:Disease	4226
AT3G51570	description:Disease	4347
AT3G51580	description:transmembrane	2579
AT3G51590	description:lipid	1056
AT3G51600	description:lipid	1085
AT3G51610	description:ATP-dependent	2647
AT3G51620	description:PAP/OAS1	4910
AT3G51630	description:with	3286
AT3G51640	description:stress	3660
AT3G51642		540
AT3G51644		342
AT3G51650	description:stress	4350
AT3G51660	description:Tautomerase/MIF	1327
AT3G51670	description:SEC14	2555
AT3G51680	description:NAD(P)-binding	1255
AT3G51690	description:PIF1	1833
AT3G51700	description:PIF1	1923
AT3G51710	description:D-mannose	1863
AT3G51720	description:WEB	1734
AT3G51730	description:saposin	2067
AT3G51740	description:inflorescence	3317
AT3G51750		831
AT3G51760		1352
AT3G51770	description:tetratricopeptide	4714
AT3G51780	description:BCL-2-associated	1880
AT3G51790	description:transmembrane	1334
AT3G51800	description:metallopeptidase	2682
AT3G51810	description:Stress	1109
AT3G51820	description:UbiA	3198
AT3G51830	description:SAC	5159
AT3G51840	description:acyl-CoA	3981
AT3G51850	description:calcium-dependent	3533
AT3G51860	description:cation	3501
AT3G51870	description:Mitochondrial	3034
AT3G51880	description:high	2128
AT3G51890	description:Clathrin	1637
AT3G51895	description:sulfate	4635
AT3G51910	description:heat	1665
AT3G51920	description:calmodulin	1707
AT3G51930	description:Transducin/WD40	1717
AT3G51940	description:oxidoreductase/transition	1999
AT3G51950	description:Zinc	3752
AT3G51960	description:basic	1802
AT3G51970	description:acyl-CoA	1243
AT3G51980	description:ARM	1980
AT3G51990	description:Protein	1631
AT3G52000	description:serine	1871
AT3G52010	description:serine	1988
AT3G52020	description:serine	1839
AT3G52030	description:F-box	2355
AT3G52040	description:2,3-bisphosphoglycerate-dependent	691
AT3G52050	description:5'-3'	4765
AT3G52060	description:core-2/I-branching	1750
AT3G52070	description:RNA/RNP	506
AT3G52075		173
AT3G52080	description:cation/hydrogen	3022
AT3G52090	description:DNA-directed	1274
AT3G52100	description:RING/FYVE/PHD-type	3430
AT3G52105	description:DIS3-exonuclease-like	448
AT3G52110	description:interferon-activable	2123
AT3G52115	description:protein	2344
AT3G52120	description:SWAP	3248
AT3G52130	description:Bifunctional	586
AT3G52140	description:tetratricopeptide	8771
AT3G52150	description:RNA-binding	1452
AT3G52155	description:Phosphoglycerate	1484
AT3G52160	description:3-ketoacyl-CoA	1696
AT3G52170	description:DNA	2796
AT3G52180	description:dual	4128
AT3G52190	description:phosphate	3394
AT3G52200	description:Dihydrolipoamide	6181
AT3G52210	description:S-adenosyl-L-methionine-dependent	2476
AT3G52220	description:leukocyte	1712
AT3G52230		1552
AT3G52240	description:transcriptional	3326
AT3G52250	description:Duplicated	7231
AT3G52260	description:Pseudouridine	3134
AT3G52270	description:Transcription	1961
AT3G52280	description:ral	2336
AT3G52290	description:IQ-domain	2643
AT3G52300	description:ATP	2020
AT3G52320	description:F-box	1172
AT3G52330	description:F-box	1252
AT3G52340	description:sucrose-6F-phosphate	2329
AT3G52350	description:D111/G-patch	542
AT3G52360	description:transmembrane	1039
AT3G52370	description:FASCICLIN-like	2541
AT3G52380	description:chloroplast	1700
AT3G52390	description:TatD	2195
AT3G52400	description:syntaxin	1598
AT3G52420	description:outer	573
AT3G52430	description:alpha/beta-Hydrolases	3355
AT3G52440	description:Dof-type	1144
AT3G52450	description:plant	1810
AT3G52460	description:hydroxyproline-rich	1365
AT3G52470	description:Late	1476
AT3G52480	description:transmembrane	1261
AT3G52490	description:Double	3698
AT3G52500	description:Eukaryotic	2191
AT3G52510	description:F-box	827
AT3G52520		1267
AT3G52525	description:ovate	1236
AT3G52526	description:phosphoglucan	2308
AT3G52530	description:Protein	1563
AT3G52540	description:ovate	1347
AT3G52550	description:transcription	888
AT3G52560	description:ubiquitin	1718
AT3G52561		616
AT3G52570	description:alpha/beta-Hydrolases	1897
AT3G52580	description:Ribosomal	1820
AT3G52590	description:ubiquitin	1553
AT3G52600	description:cell	2469
AT3G52610	description:GATA	2268
AT3G52620	description:transmembrane	778
AT3G52630	description:Nucleic	727
AT3G52640	description:Zn-dependent	5671
AT3G52660	description:RNA-binding	3355
AT3G52680	description:F-box/RNI-like/FBD-like	2094
AT3G52690	description:RNI-like	1075
AT3G52700		6207
AT3G52710		1433
AT3G52720	description:alpha	3746
AT3G52730	description:ubiquinol-cytochrome	1491
AT3G52740		944
AT3G52750	description:Tubulin/FtsZ	3440
AT3G52760	description:Integral	1179
AT3G52770	description:binding	1807
AT3G52780	description:Purple	3090
AT3G52790	description:peptidoglycan-binding	702
AT3G52800	description:A20/AN1-like	1454
AT3G52810	description:purple	2772
AT3G52820	description:purple	3225
AT3G52830	description:ankyrin	260
AT3G52840	description:beta-galactosidase	5305
AT3G52850	description:vacuolar	4191
AT3G52860	description:mediator	920
AT3G52870	description:IQ	2761
AT3G52880	description:monodehydroascorbate	3241
AT3G52890	description:KCBP-interacting	4217
AT3G52900	description:RAB6-interacting	949
AT3G52905	description:Polynucleotidyl	1747
AT3G52910	description:growth-regulating	2530
AT3G52920	description:transcriptional	2069
AT3G52930	description:Aldolase	2456
AT3G52940	description:Ergosterol	3251
AT3G52941	description:Putative	143
AT3G52950	description:CBS	2514
AT3G52960	description:Thioredoxin	1161
AT3G52970	description:cytochrome	1976
AT3G52980	description:Zinc	1302
AT3G52990	description:Pyruvate	3804
AT3G53000	description:phloem	2225
AT3G53010	description:carbohydrate	1636
AT3G53020	description:Ribosomal	1537
AT3G53030	description:ser/arg-rich	2358
AT3G53040	description:late	1868
AT3G53050	description:D-galactoside/L-rhamnose	690
AT3G53060	description:SKP1-like	257
AT3G53065	description:D-galactoside/L-rhamnose	841
AT3G53070	description:Putative	409
AT3G53075	description:D-galactoside/L-rhamnose	981
AT3G53080	description:D-galactoside/L-rhamnose	852
AT3G53090	description:ubiquitin-protein	5482
AT3G53100	description:GDSL-like	2298
AT3G53110	description:P-loop	2921
AT3G53120	description:Modifier	2007
AT3G53130	description:Cytochrome	4785
AT3G53140	description:O-methyltransferase	1899
AT3G53150	description:UDP-glucosyl	1785
AT3G53160	description:UDP-glucosyl	1644
AT3G53170	description:LOW	2393
AT3G53180	description:nodulin/glutamine	4640
AT3G53190	description:Pectin	3941
AT3G53200	description:myb	1254
AT3G53210	description:nodulin	1826
AT3G53220	description:Thioredoxin	909
AT3G53230	description:ATPase,	3778
AT3G53232	description:ROTUNDIFOLIA	745
AT3G53235		857
AT3G53240	description:receptor	4560
AT3G53250	description:SAUR-like	896
AT3G53260	description:phenylalanine	3096
AT3G53270	description:Small	3108
AT3G53280	description:cytochrome	1924
AT3G53290	description:cytochrome	1446
AT3G53294		125
AT3G53300	description:cytochrome	1882
AT3G53305	description:cytochrome	1650
AT3G53310	description:AP2/B3-like	2131
AT3G53320	description:mediator	3303
AT3G53330	description:plastocyanin-like	1008
AT3G53340	description:nuclear	1960
AT3G53342		266
AT3G53350	description:ROP	2619
AT3G53360	description:Tetratricopeptide	2959
AT3G53370	description:S1FA-like	1055
AT3G53380	description:Concanavalin	2657
AT3G53390	description:Transducin/WD40	4341
AT3G53400	description:peptide	2029
AT3G53410	description:RING/U-box	1377
AT3G53420	description:plasma	2257
AT3G53430	description:Ribosomal	1207
AT3G53440	description:Homeodomain-like	1960
AT3G53450	description:Putative	2689
AT3G53460	description:chloroplast	2283
AT3G53470	description:2,3-bisphosphoglycerate-independent	844
AT3G53480	description:pleiotropic	6613
AT3G53490	description:valine-tRNA	1856
AT3G53500	description:RNA-binding	2848
AT3G53510	description:ABC-2	2835
AT3G53520	description:UDP-glucuronic	2929
AT3G53530	description:Chloroplast-targeted	1723
AT3G53540	description:afadin	3586
AT3G53550	description:FBD-like	1438
AT3G53560	description:Tetratricopeptide	1551
AT3G53570	description:serine/threonine-protein	3349
AT3G53580	description:diaminopimelate	2503
AT3G53590	description:LRR	5869
AT3G53600	description:C2H2-type	802
AT3G53610	description:RAB	2560
AT3G53611	description:transmembrane	152
AT3G53620	description:pyrophosphorylase	3239
AT3G53630		2077
AT3G53640	description:Protein	1928
AT3G53650	description:Histone	954
AT3G53670		1983
AT3G53680	description:Acyl-CoA	4887
AT3G53690	description:RING/U-box	1447
AT3G53700	description:Pentatricopeptide	2933
AT3G53710	description:ARF-GAP	2343
AT3G53720	description:cation/H+	4635
AT3G53730	description:Histone	1130
AT3G53740	description:Ribosomal	1415
AT3G53750	description:actin	2496
AT3G53760	description:GAMMA-TUBULIN	4692
AT3G53770	description:late	498
AT3G53780	description:RHOMBOID-like	2488
AT3G53790	description:TRF-like	1789
AT3G53800	description:Fes1B	2094
AT3G53810	description:Concanavalin	2422
AT3G53820	description:C2H2	667
AT3G53830	description:Regulator	3293
AT3G53840	description:Protein	2273
AT3G53850	description:Uncharacterized	1227
AT3G53860	description:INO80	1793
AT3G53870	description:Ribosomal	1594
AT3G53880	description:NAD(P)-linked	2174
AT3G53890	description:Ribosomal	1105
AT3G53900	description:uracil	2485
AT3G53910	description:malate	590
AT3G53920	description:RNApolymerase	3191
AT3G53930	description:Protein	4492
AT3G53940	description:Mitochondrial	2840
AT3G53950	description:glyoxal	2193
AT3G53960	description:Major	2964
AT3G53970	description:proteasome	2290
AT3G53980	description:Bifunctional	901
AT3G53990	description:Adenine	1894
AT3G54000	description:TIP41-like	2559
AT3G54010	description:FKBP-type	4459
AT3G54020	description:Inositol	2638
AT3G54030	description:kinase	2839
AT3G54040	description:PAR1	1895
AT3G54050	description:high	1943
AT3G54060	description:myosin-M	2265
AT3G54065	description:LOW	980
AT3G54070	description:LOW	961
AT3G54080	description:Concanavalin	1755
AT3G54085	description:Yos1-like	1410
AT3G54090	description:fructokinase-like	2003
AT3G54100	description:O-fucosyltransferase	4249
AT3G54110	description:plant	2540
AT3G54120	description:Reticulon	1214
AT3G54130	description:Josephin	1939
AT3G54140	description:peptide	3142
AT3G54150	description:S-adenosyl-L-methionine-dependent	2367
AT3G54160	description:RNI-like	2289
AT3G54170	description:FKBP12	2919
AT3G54180	description:cyclin-dependent	1817
AT3G54190	description:Transducin/WD40	2743
AT3G54200	description:Late	1010
AT3G54210	description:Ribosomal	1074
AT3G54220	description:GRAS	2891
AT3G54230	description:suppressor	7282
AT3G54240	description:alpha/beta-Hydrolases	1504
AT3G54250	description:GHMP	2716
AT3G54260	description:TRICHOME	1996
AT3G54270	description:sucrose-6F-phosphate	2884
AT3G54280	description:ROOT	12281
AT3G54290	description:hemerythrin	1863
AT3G54300	description:vesicle-associated	2676
AT3G54310	description:DNA-directed	1791
AT3G54320	description:Integrase-type	3943
AT3G54340	description:K-box	2174
AT3G54350	description:Forkhead-associated	4964
AT3G54360	description:zinc	3683
AT3G54363		467
AT3G54380	description:SAC3/GANP/Nin1/mts3/eIF-3	2918
AT3G54390	description:sequence-specific	1506
AT3G54400	description:Eukaryotic	2738
AT3G54410		1091
AT3G54420	description:homolog	2361
AT3G54430	description:SHI-related	1595
AT3G54440	description:glycoside	8775
AT3G54450	description:Major	3565
AT3G54460	description:SNF2	5384
AT3G54470	description:uridine	2315
AT3G54480	description:SKP1/ASK-interacting	2863
AT3G54490	description:RNA	1857
AT3G54500	description:agglutinin-like	3235
AT3G54510	description:Early-responsive	3502
AT3G54520		1685
AT3G54530		1591
AT3G54540	description:ral	3146
AT3G54550	description:DNA-directed	1036
AT3G54560	description:histone	1586
AT3G54570	description:Plant	1253
AT3G54580	description:Proline-rich	3346
AT3G54590	description:hydroxyproline-rich	2231
AT3G54600	description:Class	2380
AT3G54610	description:histone	4247
AT3G54620	description:basic	2600
AT3G54630	description:kinetochore	1931
AT3G54640	description:tryptophan	2489
AT3G54650	description:RNI-like	3484
AT3G54660	description:glutathione	3574
AT3G54670	description:Structural	8540
AT3G54680	description:proteophosphoglycan-like	1796
AT3G54690	description:Sugar	1648
AT3G54700	description:phosphate	2734
AT3G54710	description:CDT1-like	2511
AT3G54720	description:Peptidase	3277
AT3G54730	description:transcription	1383
AT3G54740	description:zein-binding	2511
AT3G54750	description:downstream	4251
AT3G54760	description:dentin	3480
